token	complexity
transcripts	0.382352941
arrest	0.25
arrest	0.25
arrest	0.25
arrest	0.347222222
arrest	0.46875
channel	0.25
channel	0.266666667
Region	0.25
mutations	0.25
mutations	0.277777778
mutations	0.293478261
mutations	0.3375
mutations	0.340909091
pups	0.25
pups	0.35
agent	0.25
transcription	0.25
transcription	0.319444444
transcription	0.319444444
transcription	0.352941176
transcription	0.359375
system	0.25
system	0.25
system	0.25
system	0.35
system	0.359375
migration	0.25
migration	0.289473684
migration	0.308823529
subset	0.25
subset	0.352941176
subset	0.382352941
subset	0.416666667
subset	0.428571429
extension	0.25
extension	0.391304348
vertebrates	0.25
vertebrates	0.263888889
vertebrates	0.361111111
vertebrates	0.4375
vertebrates	0.4375
pigmentation	0.25
pigmentation	0.28125
retinas	0.25
Gene	0.25
Gene	0.294117647
boundaries	0.25
transporter	0.25
transporter	0.338235294
vertebrate	0.25
vertebrate	0.294117647
vertebrate	0.3625
integration	0.367647059
integration	0.453125
breakdown	0.265625
breakdown	0.302083333
breakdown	0.3125
analyses	0.25
analyses	0.323529412
analyses	0.333333333
analyses	0.339285714
analyses	0.355769231
ethanol	0.25
ovulation	0.25
trap	0.384615385
principal	0.25
disk	0.25
disk	0.326923077
disk	0.347826087
pressure	0.25
pressure	0.27173913
pressure	0.276315789
domain	0.25
domain	0.3125
domain	0.383333333
interaction	0.25
interaction	0.283333333
interaction	0.333333333
communication	0.25
duplication	0.25
duplication	0.285714286
duplication	0.357142857
deposits	0.25
deposits	0.34375
variants	0.25
variants	0.279411765
variants	0.285714286
variants	0.357142857
variants	0.397058824
tumour	0.25
tumour	0.428571429
characteristics	0.25
elements	0.25
cross	0.25
cross	0.265625
cross	0.35
usage	0.25
usage	0.382352941
chicken	0.25
toxicity	0.25
toxicity	0.375
expression	0.25
expression	0.285714286
expression	0.3
expression	0.346153846
expression	0.385416667
restriction	0.25
restriction	0.277777778
Sperm	0.25
founding	0.25
Identification	0.25
overproduction	0.25
overproduction	0.416666667
germ	0.25
germ	0.447368421
mortality	0.25
Storm	0.25
Storm	0.302083333
genome	0.25
genome	0.394736842
genome	0.4
genome	0.464285714
genome	0.473684211
adult	0.25
compromises	0.25
cultures	0.25
yeast	0.260416667
yeast	0.266666667
yeast	0.357142857
sections	0.261904762
clues	0.2625
radiation	0.2625
Evidence	0.2625
list	0.2625
lethality	0.263157895
lethality	0.316666667
lethality	0.35
lethality	0.382352941
lethality	0.4375
cartilage	0.263157895
cartilage	0.3
cartilage	0.359375
cartilage	0.390625
mark	0.411764706
nucleus	0.264705882
nucleus	0.303571429
nucleus	0.3125
nucleus	0.359375
nucleus	0.375
transition	0.264705882
source	0.264705882
Disruption	0.264705882
copies	0.264705882
hypothesis	0.264705882
hypothesis	0.275
hypothesis	0.283333333
hypothesis	0.375
hypothesis	0.383333333
biology	0.264705882
biology	0.34375
replication	0.264705882
replication	0.3
replication	0.305555556
replication	0.325
replication	0.428571429
regard	0.264705882
sequences	0.265625
sequences	0.283333333
sequences	0.3
sequences	0.375
energy	0.265625
energy	0.266666667
energy	0.28125
energy	0.322916667
energy	0.34375
Davies	0.321428571
domains	0.265625
domains	0.315789474
domains	0.339285714
domains	0.352941176
domains	0.4
properties	0.265625
rationale	0.265625
library	0.265625
library	0.3
library	0.390625
mechanisms	0.265625
mechanisms	0.303571429
mechanisms	0.346153846
mechanisms	0.35
summary	0.266666667
knockout	0.266666667
redistribution	0.266666667
redistribution	0.291666667
redistribution	0.367647059
redistribution	0.464285714
phase	0.266666667
functionality	0.266666667
functionality	0.275
press	0.266666667
Characterization	0.266666667
progression	0.267857143
progression	0.277777778
shock	0.267857143
transmission	0.267857143
transmission	0.304347826
Cloning	0.267857143
Cloning	0.357142857
degree	0.269230769
degree	0.285714286
degree	0.329545455
bundles	0.269230769
marker	0.27173913
marker	0.333333333
Cells	0.27173913
Cells	0.357142857
simplicity	0.273809524
alterations	0.275
alterations	0.375
constraints	0.275
diversity	0.275
signaling	0.275
signaling	0.316666667
signaling	0.345238095
signaling	0.347826087
signaling	0.535714286
membranes	0.275
membranes	0.3125
membranes	0.464285714
membranes	0.527777778
agents	0.275
agents	0.383333333
extracts	0.275
disassembly	0.276315789
bases	0.276315789
rescue	0.277777778
collagen	0.277777778
collagen	0.516666667
collagen	0.527777778
segment	0.277777778
segment	0.342105263
segment	0.365384615
null	0.277777778
null	0.3125
null	0.321428571
Knockout	0.277777778
activities	0.278846154
lab	0.278846154
notion	0.279411765
notion	0.345238095
strain	0.279411765
strain	0.28125
strain	0.316666667
strain	0.34375
strain	0.345238095
space	0.279411765
environment	0.28125
inhibition	0.28125
inhibition	0.45
chick	0.28125
problem	0.28125
core	0.28125
funding	0.304347826
bacteria	0.28125
pathways	0.28125
pathways	0.3
pathways	0.315789474
pathways	0.316666667
pathways	0.397727273
antibody	0.283333333
antibody	0.339285714
antibody	0.367647059
antibody	0.416666667
antibody	0.4375
clones	0.283333333
clones	0.390625
skeleton	0.283333333
sexes	0.283333333
grafting	0.283333333
nerve	0.283333333
interacting	0.283333333
modifying	0.285714286
modifying	0.338235294
preparation	0.285714286
incorporation	0.285714286
establishment	0.375
establishment	0.383333333
Northern	0.285714286
B	0.285714286
B	0.4
B	0.566666667
tip	0.285714286
feedback	0.285714286
stabilization	0.285714286
stabilization	0.380952381
trait	0.2875
genetics	0.289473684
genetics	0.367647059
colony	0.289473684
colony	0.366666667
sensitivity	0.289473684
weakness	0.291666667
interval	0.291666667
interval	0.3125
marrow	0.291666667
junction	0.291666667
junction	0.359375
drop	0.291666667
host	0.293478261
dysfunction	0.293478261
dysfunction	0.483333333
modules	0.294117647
mo	0.294117647
mo	0.3
mo	0.359375
mo	0.411764706
mo	0.625
diaphragm	0.294117647
precursors	0.294117647
precursors	0.39516129
precursors	0.455882353
precursors	0.5625
precursors	0.625
isolation	0.294117647
neurons	0.294117647
neurons	0.3125
neurons	0.4
neurons	0.40625
neurons	0.441176471
consequence	0.294117647
nutrient	0.295454545
defects	0.296875
defects	0.303571429
defects	0.315217391
defects	0.333333333
defects	0.363636364
degradation	0.296875
degradation	0.390625
electron	0.296875
electron	0.305555556
maturation	0.296875
maturation	0.375
maturation	0.383333333
maturation	0.388888889
maturation	0.544117647
samples	0.296875
threshold	0.296875
decreases	0.297619048
ribbon	0.3
links	0.3
structures	0.3
structures	0.308823529
substitutions	0.3
substitutions	0.308823529
physiology	0.3
rods	0.3
rods	0.361111111
rods	0.397058824
cholesterol	0.3
register	0.3
remodeling	0.3
remodeling	0.318181818
remodeling	0.328125
remodeling	0.364583333
remodeling	0.421875
reflection	0.410714286
Levels	0.302083333
architecture	0.302631579
pairing	0.302631579
viability	0.303571429
viability	0.323529412
viability	0.355263158
viability	0.357142857
viability	0.375
differentiation	0.303571429
differentiation	0.352941176
differentiation	0.353448276
differentiation	0.428571429
differentiation	0.4875
Carrier	0.303571429
implants	0.303571429
primers	0.303571429
primers	0.4
virtue	0.352941176
precursor	0.303571429
precursor	0.308823529
precursor	0.357142857
precursor	0.375
precursor	0.575
discrimination	0.303571429
discrimination	0.367647059
insertion	0.303571429
insertion	0.3125
entities	0.304347826
concentration	0.305555556
concentration	0.365384615
alkaline	0.305555556
inflammation	0.305555556
inflammation	0.325
artery	0.305555556
enzymes	0.305555556
enzymes	0.35
enzymes	0.441176471
adulthood	0.305555556
synthesis	0.305555556
synthesis	0.328947368
synthesis	0.381578947
synthesis	0.390625
synthesis	0.40625
band	0.305555556
artifact	0.306818182
plasma	0.307692308
plasma	0.340909091
plasma	0.361111111
plasma	0.368421053
plasma	0.431818182
Ryder	0.307692308
affection	0.307692308
cocaine	0.308823529
activator	0.308823529
activator	0.326923077
activator	0.333333333
activator	0.428571429
activator	0.45
molecules	0.308823529
molecules	0.3125
molecules	0.3125
molecules	0.3125
molecules	0.342105263
node	0.308823529
chips	0.30952381
incidence	0.30952381
incidence	0.3125
assumptions	0.3125
susceptibility	0.3125
susceptibility	0.315789474
susceptibility	0.34375
susceptibility	0.359375
susceptibility	0.383333333
clinicians	0.3125
suppression	0.3125
suppression	0.34
suppression	0.397058824
suppression	0.426470588
suppression	0.44047619
binding	0.3125
binding	0.3125
Transplantation	0.3125
adhesion	0.3125
adhesion	0.375
adhesion	0.383333333
adhesion	0.4375
adhesion	0.483333333
antibodies	0.3125
antibodies	0.315217391
antibodies	0.34375
commitment	0.315217391
anomalies	0.315789474
anomalies	0.425
anomalies	0.527777778
fashion	0.323529412
network	0.315789474
chemistry	0.315789474
carcass	0.316666667
arthritis	0.316666667
arthritis	0.375
arthritis	0.4
laboratories	0.316666667
Expression	0.316666667
Expression	0.328947368
frame	0.317307692
gland	0.318181818
retardation	0.319444444
retardation	0.321428571
story	0.319444444
exertion	0.321428571
Southern	0.321428571
running	0.321428571
proliferation	0.45
proliferation	0.470588235
proliferation	0.527777778
proliferation	0.53125
baseline	0.321428571
webbing	0.321428571
webbing	0.352941176
invertebrates	0.321428571
invertebrates	0.366666667
laboratory	0.322916667
column	0.323529412
column	0.416666667
organism	0.323529412
enzyme	0.325
enzyme	0.357142857
enzyme	0.489130435
enzyme	0.514705882
extraction	0.325
hallmarks	0.325
hallmarks	0.367647059
hallmarks	0.4
marsupials	0.325
X	0.325
X	0.365384615
enhancement	0.325
Exchange	0.326923077
extremity	0.326923077
receptor	0.328125
receptor	0.338235294
receptor	0.375
receptor	0.375
receptor	0.388888889
enhancer	0.328125
operating	0.328125
Booth	0.328125
Booth	0.476190476
fusion	0.328125
mutants	0.328125
mutants	0.34375
mutants	0.375
mutants	0.416666667
mutants	0.472222222
pore	0.328947368
makeup	0.329545455
particles	0.329545455
variability	0.333333333
Fiber	0.333333333
lobes	0.333333333
splicing	0.333333333
splicing	0.4
splicing	0.402173913
screening	0.333333333
aggregation	0.333333333
aggregation	0.455882353
aggregation	0.466666667
aggregation	0.5
aggregation	0.55
females	0.333333333
hallmark	0.333333333
component	0.333333333
Mutations	0.333333333
Mutations	0.390625
relocation	0.333333333
metabolism	0.3375
metabolism	0.359375
conversion	0.338235294
conversion	0.35
duplications	0.338235294
connectivity	0.338235294
connectivity	0.470588235
Success	0.338235294
absorption	0.338235294
stem	0.339285714
implantation	0.339285714
implantation	0.345238095
Williams	0.340909091
bud	0.342105263
bud	0.361111111
bud	0.363636364
bud	0.40625
bud	0.431818182
Sequence	0.34375
HEAT	0.34375
defect	0.34375
defect	0.347222222
clustering	0.34375
clustering	0.34375
clustering	0.470588235
clustering	0.526315789
transplantation	0.34375
transplantation	0.361111111
transplantation	0.366666667
arm	0.34375
founder	0.34375
specificity	0.34375
specificity	0.388888889
specificity	0.4
specificity	0.45
specificity	0.470588235
similarity	0.34375
Hedgehog	0.34375
neuron	0.346153846
neuron	0.411764706
neuron	0.428571429
Supplementary	0.347222222
alpha	0.347826087
complexes	0.347826087
complexes	0.4
complexes	0.416666667
complexes	0.546875
Patel	0.347826087
Patel	0.516666667
whisker	0.35
ovary	0.35
medium	0.35
dams	0.35
yeasts	0.35
intestines	0.35
bile	0.352272727
bile	0.482142857
cone	0.352941176
wavelength	0.352941176
tangles	0.352941176
mutation	0.352941176
mutation	0.366666667
mutation	0.416666667
mutation	0.421875
silencing	0.352941176
silencing	0.365384615
silencing	0.375
silencing	0.390625
derivatives	0.352941176
derivatives	0.472222222
derivatives	0.5
derivatives	0.514705882
derivatives	0.533333333
tissues	0.352941176
tissues	0.45
Curry	0.352941176
modulation	0.352941176
modulation	0.553571429
glaucoma	0.355263158
glaucoma	0.44047619
modeling	0.357142857
determinants	0.357142857
determinants	0.382352941
determinants	0.388888889
determinants	0.425
determinants	0.6
inhibitors	0.357142857
inhibitors	0.359375
inhibitors	0.375
KO	0.357142857
KO	0.477272727
KO	0.541666667
KO	0.666666667
syndromes	0.357142857
syndromes	0.383333333
syndromes	0.384615385
equity	0.359375
screen	0.359375
Correlation	0.359375
testes	0.359375
regulators	0.361111111
regulators	0.423076923
linkage	0.359375
linkage	0.366666667
linkage	0.466666667
linkage	0.466666667
linkage	0.5
tag	0.359375
tag	0.397058824
densities	0.361111111
trauma	0.3625
databases	0.364583333
promoter	0.366666667
promoter	0.441176471
Pierce	0.366666667
coupling	0.366666667
clusters	0.367647059
hippocampus	0.367647059
hippocampus	0.485294118
hippocampus	0.517857143
hippocampus	0.53125
hippocampus	0.640625
apparatus	0.367647059
buds	0.368421053
paradigm	0.369047619
sensitivities	0.369047619
span	0.37
reagents	0.375
reagents	0.4
reagents	0.427083333
splice	0.375
splice	0.404761905
constructs	0.375
constructs	0.375
constructs	0.386363636
Miller	0.375
dermis	0.375
dermis	0.519230769
utero	0.375
Ransom	0.375
rod	0.383333333
rod	0.40625
rod	0.4375
refs	0.375
paradigms	0.375
paradigms	0.475
paradigms	0.5
amino	0.375
amino	0.407894737
amino	0.433333333
amino	0.455882353
amino	0.482142857
founders	0.375
compounds	0.375
granules	0.375
granules	0.426470588
granules	0.5
Frank	0.381578947
cytoplasm	0.381578947
cytoplasm	0.431818182
cytoplasm	0.5
cytoplasm	0.525
cytoplasm	0.625
polyps	0.382352941
nuclei	0.382352941
nuclei	0.4
nuclei	0.425
nuclei	0.45
nuclei	0.466666667
occlusion	0.382352941
occlusion	0.4375
occlusion	0.470588235
occlusion	0.583333333
occlusion	0.597826087
oxygenation	0.383333333
interplay	0.383333333
divergence	0.383333333
flatter	0.384615385
Regulators	0.384615385
Pointed	0.386363636
Plaques	0.388888889
platelet	0.388888889
platelet	0.390625
platelet	0.444444444
platelet	0.553571429
designations	0.390625
signalling	0.390625
signalling	0.413043478
antagonist	0.390625
manipulations	0.390625
manipulations	0.45
neutralization	0.392857143
Sequencing	0.392857143
thrombosis	0.392857143
thrombosis	0.5
thrombosis	0.552083333
feminization	0.392857143
WT	0.392857143
WT	0.558823529
exacerbation	0.397058824
amplification	0.397058824
amplification	0.4375
discs	0.397727273
apex	0.4
genomes	0.4
genomes	0.46875
gonad	0.4
gonad	0.5
gonad	0.5
gonad	0.514705882
gonad	0.633333333
cataract	0.4
constituents	0.4
strand	0.402777778
Russel	0.402777778
RING	0.402777778
trafficking	0.404761905
velocity	0.404761905
variations	0.40625
ions	0.40625
ions	0.425
ions	0.45
Peng	0.407894737
Peng	0.515625
Peng	0.535714286
lipid	0.410714286
lipid	0.460526316
lipid	0.483333333
lipid	0.515625
K	0.410714286
K	0.428571429
K	0.460526316
K	0.5
K	0.5
substrate	0.411764706
substrate	0.53125
substrate	0.55
substrate	0.555555556
substrate	0.625
follicle	0.411764706
follicle	0.446428571
follicle	0.515625
trajectories	0.411764706
skewing	0.411764706
skewing	0.483333333
affinity	0.413043478
Kim	0.413043478
XX	0.416666667
XX	0.578125
XX	0.6
XX	0.609375
XX	0.625
lesions	0.416666667
culturing	0.416666667
dogma	0.416666667
dogma	0.578125
blotting	0.416666667
blotting	0.489130435
blotting	0.5
blotting	0.5
hybridization	0.416666667
hybridization	0.425
hybridization	0.5
hybridization	0.546875
hybridization	0.65
stressors	0.420454545
CIA	0.421052632
CIA	0.458333333
CIA	0.484375
CIA	0.555555556
CIA	0.642857143
cobalt	0.421875
HY	0.421875
Suppression	0.421875
carcinogens	0.484375
Hyperactivity	0.425
clot	0.425
erosion	0.425
hypertension	0.428571429
AER	0.431818182
AER	0.5
tubules	0.431818182
tubules	0.578125
shuttles	0.433333333
gradient	0.433333333
gradient	0.5625
motifs	0.433333333
motifs	0.460526316
motifs	0.515625
motifs	0.666666667
Morris	0.433333333
applications	0.433333333
elongation	0.434210526
elongation	0.484375
periphery	0.434210526
periphery	0.4375
periphery	0.5
inclusions	0.4375
inputs	0.4375
rafts	0.4375
rafts	0.455882353
manifestations	0.4375
tract	0.4375
Le	0.4375
filament	0.44047619
filament	0.454545455
cascades	0.441176471
cascades	0.473684211
cascade	0.442307692
cascade	0.640625
Nuclei	0.444444444
Arthur	0.444444444
Reedy	0.446428571
constituent	0.446428571
alteration	0.447368421
Linkages	0.447368421
dissociation	0.45
load	0.45
raft	0.45
cyan	0.45
worth	0.45
predisposition	0.45
PROP	0.45
morphology	0.45
morphology	0.464285714
morphology	0.55
morphology	0.666666667
morphology	0.6875
pineal	0.452380952
pineal	0.515625
pineal	0.575
pineal	0.65
pineal	0.65
cellulose	0.453125
poly	0.453125
progenitor	0.453125
progenitor	0.589285714
progenitor	0.642857143
progenitor	0.6875
progenitor	0.75
ER	0.454545455
ER	0.5
ER	0.625
alveoli	0.458333333
alveoli	0.578947368
analog	0.458333333
mitosis	0.460526316
inter	0.460526316
deposition	0.461538462
Vertebrates	0.461538462
probes	0.464285714
metabolites	0.464285714
metabolites	0.5625
metabolites	0.588235294
morbidity	0.464285714
morbidity	0.486111111
lipids	0.464285714
MA	0.464285714
MA	0.55
MA	0.59375
MA	0.625
quinine	0.464285714
quinine	0.5
quinine	0.55
quinine	0.642857143
quinine	0.71875
assay	0.466666667
assay	0.529411765
assay	0.553571429
assay	0.625
assay	0.638888889
ligament	0.466666667
RC	0.46875
RC	0.725
Hogan	0.46875
rosette	0.46875
rosette	0.546875
rosette	0.589285714
rosette	0.6
crystallization	0.46875
polarity	0.46875
polarity	0.470588235
oxidants	0.46875
polarization	0.46875
Cre	0.470588235
Cre	0.59375
Cre	0.6875
Cre	0.783333333
Cre	0.825
Deletion	0.470588235
coagulation	0.470588235
coagulation	0.513157895
coagulation	0.571428571
coagulation	0.625
fibrosis	0.470588235
chaperones	0.470588235
chaperones	0.546875
chaperones	0.609375
drive	0.472222222
plasticity	0.472222222
plasticity	0.484375
plasticity	0.566666667
neocortex	0.475
neocortex	0.5
neocortex	0.527777778
neocortex	0.694444444
APP	0.476190476
APP	0.5
APP	0.514705882
APP	0.611111111
APP	0.692307692
thrombus	0.477272727
thrombus	0.516666667
thrombus	0.546875
thrombus	0.616666667
thrombus	0.833333333
RA	0.477272727
RA	0.5875
RA	0.8125
Rosette	0.480769231
spermatozoa	0.483333333
spermatozoa	0.7125
radicals	0.483333333
radicals	0.571428571
tracheal	0.483333333
peptides	0.484375
anemone	0.484375
emission	0.484375
melanin	0.484375
Mb	0.484375
reticulum	0.484375
reticulum	0.532608696
reticulum	0.583333333
reticulum	0.65625
synapse	0.484375
synapse	0.5
synapse	0.533333333
synapse	0.55
Hunchback	0.484375
parity	0.485294118
recombine	0.485294118
LOD	0.485294118
LOD	0.75
forebrain	0.491666667
forebrain	0.5
forebrain	0.558823529
forebrain	0.583333333
elucidation	0.5
elucidation	0.592105263
saccharin	0.5
subspecies	0.5
pathologies	0.5
prominence	0.5
aversion	0.5
progenitors	0.5
gyrus	0.5
cadmium	0.5
cadmium	0.566666667
cadmium	0.578947368
cadmium	0.583333333
cadmium	0.625
gonads	0.5
gonads	0.535714286
gonads	0.671875
Alterations	0.5
deregulation	0.5
homeostasis	0.5
homeostasis	0.555555556
homeostasis	0.589285714
homeostasis	0.59375
homeostasis	0.625
CO	0.5
CO	0.526315789
lethargy	0.5
SM	0.5
circuitry	0.5
wk	0.510416667
wk	0.55
wk	0.569444444
wk	0.575
wk	0.725
Slits	0.511363636
DT	0.5125
CK	0.5125
sclerosis	0.513888889
blots	0.514705882
duplex	0.515625
locus	0.515625
locus	0.517857143
locus	0.5625
locus	0.5625
locus	0.6875
repertoire	0.516666667
carcinoma	0.516666667
alleles	0.516666667
alleles	0.544117647
alleles	0.625
alleles	0.625
alleles	0.625
Lander	0.516666667
Merino	0.516666667
adipose	0.516666667
adipose	0.566666667
adipose	0.566666667
adipose	0.625
adipose	0.678571429
lamination	0.517857143
lamination	0.578125
corneal	0.517857143
HG	0.517857143
HG	0.616666667
HG	0.716666667
HG	0.732142857
cessation	0.519230769
thymus	0.52173913
thymus	0.558823529
thymus	0.573529412
thymus	0.616666667
aberrations	0.522727273
cerebellar	0.525
cerebellar	0.592105263
cerebellar	0.638888889
sterility	0.525
YT	0.526315789
EM	0.527777778
EM	0.55
ganglia	0.529411765
ganglia	0.640625
ganglia	0.675
reabsorption	0.529411765
reabsorption	0.6
TH	0.53125
neonate	0.532608696
DK	0.532608696
Gremlin	0.534090909
CH	0.534090909
septum	0.535714286
lymphocytes	0.535714286
lymphocytes	0.554347826
lymphocytes	0.619047619
loci	0.5375
loci	0.578125
loci	0.583333333
loci	0.605263158
loci	0.616666667
NCO	0.5375
NCO	0.673076923
stratum	0.538461538
CS	0.625
SAC	0.543478261
oxide	0.546875
Serra	0.55
ADAM	0.55
cerebellum	0.552631579
cerebellum	0.6
cerebellum	0.602272727
dystrophy	0.552631579
motif	0.553571429
motif	0.75
SAM	0.556818182
SAM	0.558823529
cre	0.558823529
cre	0.65
cre	0.683333333
AD	0.558823529
AD	0.583333333
AD	0.590909091
AD	0.602941176
AD	0.671875
interphase	0.55952381
interphase	0.75
Qui	0.5625
SI	0.5625
vesicle	0.5625
vesicle	0.734375
cM	0.565789474
mon	0.565789474
kb	0.566666667
kb	0.569444444
kb	0.617647059
kb	0.625
kb	0.75
Shh	0.568181818
Ser	0.569444444
etiology	0.569444444
etiology	0.583333333
etiology	0.592105263
etiology	0.6
Ia	0.571428571
PST	0.573529412
PST	0.6
PST	0.638888889
PST	0.765625
PST	0.84375
pharyngeal	0.576086957
pharyngeal	0.609375
pharyngeal	0.734375
TN	0.578125
TN	0.65625
TN	0.722222222
SDS	0.583333333
SDS	0.625
SDS	0.777777778
SDS	0.825
soma	0.5875
tetracycline	0.588235294
tetracycline	0.642857143
CF	0.588235294
CF	0.607142857
CF	0.642857143
CF	0.65625
CF	0.725
RM	0.589285714
RM	0.7
diaphragmatic	0.589285714
causation	0.59375
LN	0.59375
acetate	0.594827586
mM	0.597222222
mM	0.602941176
Refs	0.597826087
MEM	0.6
MEM	0.703125
gastrocnemius	0.602941176
N	0.602941176
N	0.75
logarithm	0.602941176
MR	0.602941176
ganglion	0.607142857
ganglion	0.631578947
ganglion	0.673076923
ganglion	0.6875
ganglion	0.7
Lin	0.607142857
FAS	0.608695652
MD	0.609375
Ashkenazi	0.611111111
doxycycline	0.611111111
doxycycline	0.75
RACE	0.611111111
CAST	0.617647059
paucity	0.625
TEL	0.625
TEL	0.625
lumen	0.625
ED	0.625
stria	0.625
stria	0.640625
stria	0.647058824
stria	0.65625
stria	0.660714286
neonates	0.630952381
SHH	0.631578947
SHH	0.734375
DG	0.666666667
CAG	0.632352941
EF	0.633333333
Spector	0.638888889
ML	0.638888889
ketone	0.638888889
lymphocyte	0.640625
Drosophila	0.647058824
Drosophila	0.65625
Drosophila	0.6875
Drosophila	0.767857143
Drosophila	0.861111111
albumin	0.65
LD	0.65
LD	0.714285714
diminution	0.660714286
SP	0.660714286
guanine	0.666666667
KB	0.671875
OFT	0.675
motility	0.675
motility	0.714285714
Goiter	0.678571429
carotids	0.678571429
KOs	0.7
KOs	0.775
osteoporosis	0.714285714
TACE	0.720588235
phosphatase	0.722222222
phosphatase	0.75
phosphatase	0.8
HL	0.730769231
atelectasis	0.733333333
KIF	0.733333333
mitochondria	0.75
COs	0.75
glutamate	0.75
cardiomyopathy	0.8
MN	0.805555556
catalepsy	0.833333333
NAR	0.861111111
fact	0.15625
fact	0.236842105
days	0.111111111
days	0.116666667
details	0.075
everyone	0.1
everyone	0.161764706
everyone	0.192307692
lives	0.176470588
lives	0.191176471
lives	0.210526316
weeks	0.25
statements	0.025
statements	0.2
statements	0.25
statements	0.264705882
statements	0.30952381
skin	0.194444444
others	0.133333333
explanation	0.25
explanation	0.265625
numbers	0.21875
cities	0.232142857
Monday	0.05
Monday	0.194444444
Monday	0.2625
words	0.166666667
comments	0.05
comments	0.109375
comments	0.147058824
comments	0.171875
comments	0.233333333
trust	0.05
range	0.263888889
products	0.05
products	0.125
products	0.180555556
products	0.205882353
products	0.319444444
subject	0.05
everybody	0.05
everybody	0.171052632
everybody	0.180555556
lack	0.160714286
release	0.05
Question	0.05
start	0.05
start	0.184210526
start	0.236111111
January	0.055555556
power	0.138888889
power	0.160714286
power	0.176470588
date	0.166666667
date	0.183333333
duty	0.055555556
rest	0.055555556
women	0.226190476
women	0.233333333
requirement	0.205882353
attempts	0.196428571
attempts	0.21875
truth	0.192307692
July	0.071428571
forgiveness	0.071428571
areas	0.142857143
areas	0.183333333
areas	0.1875
areas	0.275
world	0.142857143
world	0.15
world	0.25
treatment	0.075
treatment	0.15
order	0.075
order	0.142857143
order	0.196428571
order	0.25
rule	0.194444444
parts	0.125
rights	0.075
rights	0.133333333
rights	0.147058824
rights	0.191176471
rights	0.321428571
agriculture	0.075
agriculture	0.15
action	0.075
action	0.222222222
view	0.125
view	0.220588235
interests	0.173076923
question	0.075
question	0.203125
question	0.25
question	0.263157895
tradition	0.15625
Mr	0.075
Mr	0.15
Mr	0.160714286
Mr	0.178571429
Mr	0.183333333
Mr	0.25
Mr	0.276315789
test	0.19047619
test	0.234375
Legal	0.075
deal	0.075
years	0.125
years	0.1875
years	0.192307692
public	0.075
reply	0.166666667
reply	0.25
everything	0.075
groups	0.152777778
groups	0.211538462
groups	0.220588235
fate	0.25
importance	0.125
importance	0.214285714
protection	0.191176471
protection	0.214285714
night	0.220588235
Procedure	0.089285714
Procedure	0.178571429
Rights	0.089285714
Rights	0.210526316
Rights	0.2625
Rights	0.263157895
Rights	0.264705882
damage	0.25
visit	0.09375
visit	0.1875
today	0.09375
today	0.157894737
today	0.157894737
today	0.22826087
today	0.266666667
personnel	0.1
personnel	0.220588235
shape	0.293478261
Motion	0.1
report	0.1
report	0.125
report	0.203125
report	0.220588235
report	0.25
report	0.25
Malaysia	0.1
Malaysia	0.288461538
Information	0.1
Information	0.265625
reasons	0.161764706
reasons	0.197368421
remarks	0.1
remarks	0.183333333
remarks	0.25
promise	0.160714286
companies	0.1
companies	0.116666667
companies	0.152777778
companies	0.171875
aim	0.1
aim	0.140625
acts	0.183333333
acts	0.2
acts	0.285714286
climate	0.1
climate	0.166666667
climate	0.214285714
climate	0.333333333
climate	0.35
documents	0.1
events	0.116666667
events	0.171052632
events	0.2
safety	0.1
safety	0.222222222
safety	0.225
safety	0.34375
nature	0.214285714
creation	0.1
creation	0.194444444
creation	0.267857143
creation	0.294117647
support	0.1
support	0.166666667
support	0.225
support	0.25
questions	0.107142857
questions	0.15625
questions	0.289473684
war	0.236111111
Government	0.107142857
Government	0.125
Government	0.223684211
votes	0.107142857
votes	0.171875
votes	0.222222222
Public	0.107142857
Public	0.140625
Public	0.1625
Public	0.184210526
Public	0.220588235
gentlemen	0.107142857
gentlemen	0.125
gentlemen	0.2
gentlemen	0.208333333
gentlemen	0.223684211
growth	0.1875
policy	0.107142857
policy	0.133333333
policy	0.233333333
policy	0.25
policy	0.263888889
trade	0.109375
trade	0.215909091
trade	0.21875
trade	0.279411765
trade	0.328125
answer	0.236842105
idea	0.261904762
Health	0.111111111
Health	0.161764706
Health	0.333333333
standards	0.111111111
standards	0.176470588
standards	0.232142857
standards	0.264705882
measures	0.111111111
measures	0.25
measures	0.276315789
measures	0.296875
laws	0.15
Scotland	0.111111111
number	0.133333333
number	0.236842105
travel	0.115384615
travel	0.214285714
peace	0.263157895
railway	0.116666667
Russia	0.116666667
Russia	0.147058824
Russia	0.233333333
Russia	0.25
Russia	0.305555556
effects	0.176470588
effects	0.205882353
House	0.116666667
House	0.160714286
House	0.196428571
House	0.25
telephone	0.116666667
group	0.166666667
group	0.180555556
group	0.25
group	0.25
electricity	0.117647059
place	0.15625
place	0.192307692
investigation	0.117647059
explanations	0.125
explanations	0.25
speeches	0.125
speeches	0.191176471
speeches	0.222222222
Iceland	0.125
Iceland	0.236111111
Iceland	0.3625
conditions	0.125
conditions	0.166666667
conditions	0.289473684
maximum	0.125
Members	0.125
Members	0.142857143
Members	0.1875
Members	0.234375
Members	0.289473684
systems	0.125
systems	0.166666667
systems	0.178571429
challenges	0.125
challenges	0.315217391
